Title,Media URL,Pinterest board,Miniaturansicht,Beschreibung,Link,Publish date,Keywords
Cascadele din Triberg - Baden-Württemberg | Plizio Visual Lab,https://plizio.com/geo-images/germany/triberger-wasserfaelle.webp,Plizio RO - Germania,,"Una dintre cele mai înalte cascade din Germania, situată în mijlocul Pădurii Negre.",https://plizio.com/ro/germania/baden-wurttemberg/cascadele-din-triberg/,,
Ravensburger Spieleland - Baden-Württemberg | Plizio Visual Lab,https://plizio.com/geo-images/germany/ravensburger-spieleland.webp,Plizio RO - Germania,,"Un parc de distracții la Lacul Constance, destinat în special familiilor cu copii mici.",https://plizio.com/ro/germania/baden-wurttemberg/ravensburger-spieleland/,,
Schwarzwald - Baden-Württemberg | Plizio Visual Lab,https://plizio.com/geo-images/landmark-schwarzwald.webp,Plizio RO - Germania,,"Pădurea Neagră este cel mai mare lanț muntos mijlociu continuu din Germania, situat în sud-vest, în Baden-Württemberg. Cu pădurile sale dese de brazi, văile ad…",https://plizio.com/ro/germania/baden-wurttemberg/schwarzwald/,,
Stuttgart - Baden-Württemberg | Plizio Visual Lab,https://plizio.com/geo-images/city-stuttgart.webp,Plizio RO - Germania,,"Stuttgart, capitala landului Baden-Württemberg, este situat idilic într-o vale înconjurată de podgorii. Este recunoscut la nivel mondial ca un centru al indust…",https://plizio.com/ro/germania/baden-wurttemberg/stuttgart/,,
Stuttgart – industria auto - Baden-Württemberg | Plizio Visual Lab,https://plizio.com/geo-images/industry-stuttgart.webp,Plizio RO - Germania,,Stuttgart este locul de naștere al Mercedes-Benz și Porsche și este considerat unul dintre cele mai importante orașe auto din lume. Regiunea este printre cele…,https://plizio.com/ro/germania/baden-wurttemberg/stuttgart-industria-auto/,,
Allianz Arena - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/allianz-arena.webp,Plizio RO - Germania,,"Un stadion de fotbal ultramodern în München, renumit pentru fațada sa luminoasă.",https://plizio.com/ro/germania/bavaria/allianz-arena/,,
Alpi – Capre negre - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/animal-alpen-gaemse.webp,Plizio RO - Germania,,"În Alpii germani, mai ales în Berchtesgaden, trăiesc capre negre ca locuitori tipici ai munților. Aceste agile antilope de munte urcă sigur pe stânci abrupte ș…",https://plizio.com/ro/germania/bavaria/alpi-capre-negre/,,
Alpii Germani - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/relief-deutsche-alpen.webp,Plizio RO - Germania,,Alpii Germani din sudul Bavariei reprezintă cel mai înalt peisaj din Germania. Cu Zugspitze (2962 m) se află cel mai înalt munte german – stațiunile de schi și…,https://plizio.com/ro/germania/bavaria/alpii-germani/,,
Ammersee - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/lake-ammersee.webp,Plizio RO - Germania,,"Ammersee este situată în vestul Bavariei Superioare la sud-vest de München și, cu 47 km², este al treilea cel mai mare lac al Bavariei după Chiemsee și Starnbe…",https://plizio.com/ro/germania/bavaria/ammersee/,,
Bayerischer Wald - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/forest-bayerischer-wald.webp,Plizio RO - Germania,,"Pădurea Bavareză este cel mai vechi masiv muntos din Germania, la granița cu Cehia, și găzduiește primul parc național din Germania, fondat în 1970. Pădurile b…",https://plizio.com/ro/germania/bavaria/bayerischer-wald/,,
Bayreuth - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/city-bayreuth.webp,Plizio RO - Germania,,Bayreuth este un oraș independent din Franconia Superioară (Bavaria) și este renumit în întreaga lume pentru Festivalul anual Richard Wagner. Orașul respiră mu…,https://plizio.com/ro/germania/bavaria/bayreuth/,,
BMW Welt și Muzeul - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/bmw-welt.webp,Plizio RO - Germania,,"Un centru futurist de experiență și livrare, precum și muzeul mărcii BMW din München.",https://plizio.com/ro/germania/bavaria/bmw-welt-si-muzeul/,,
Cascada Lech din Füssen - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/lechfall.webp,Plizio RO - Germania,,"O cascadă artificială de șapte metri pe râul Lech, lângă Füssen.",https://plizio.com/ro/germania/bavaria/cascada-lech-din-fuessen/,,
Castelul Imperial Nürnberg - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/kaiserburg-nuernberg.webp,Plizio RO - Germania,,"Unul dintre cele mai importante palate imperiale ale Evului Mediu, care domină orașul vechi din Nürnberg.",https://plizio.com/ro/germania/bavaria/castelul-imperial-nuernberg/,,
Castelul Linderhof - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/schloss-linderhof.webp,Plizio RO - Germania,,Cel mai mic dintre castelele lui Ludwig al II-lea și singurul finalizat în timpul vieții sale.,https://plizio.com/ro/germania/bavaria/castelul-linderhof/,,
Castelul Mespelbrunn - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/schloss-mespelbrunn.webp,Plizio RO - Germania,,"Un castel pe apă de vis în Spessart, cunoscut ca loc de filmare pentru 'Hanul din Spessart'.",https://plizio.com/ro/germania/bavaria/castelul-mespelbrunn/,,
Castelul Trausnitz - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/burg-trausnitz.webp,Plizio RO - Germania,,"Castelul ancestral al familiei Wittelsbach din Landshut, o fortăreață medievală impresionantă.",https://plizio.com/ro/germania/bavaria/castelul-trausnitz/,,
Cheile Partnach - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/partnachklamm.webp,Plizio RO - Germania,,"Un defileu stâncos spectaculos, adânc săpat, lângă Garmisch-Partenkirchen.",https://plizio.com/ro/germania/bavaria/cheile-partnach/,,
Chiemsee - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/lake-chiemsee.webp,Plizio RO - Germania,,Chiemsee este cel mai mare lac al Bavariei și este adesea denumit 'Marea bavareză'. Pe insulele sale Herreninsel și Fraueninsel se află mănăstiri istorice și s…,https://plizio.com/ro/germania/bavaria/chiemsee/,,
Defileul Dunării la Weltenburg - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/donaudurchbruch.webp,Plizio RO - Germania,,O străpungere spectaculoasă a Dunării prin stâncile de calcar ale Jurei Francone.,https://plizio.com/ro/germania/bavaria/defileul-dunarii-la-weltenburg/,,
Domul din Bamberg - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/hist-bamberg-dom.webp,Plizio RO - Germania,,"Bamberg este o capodoperă franconiană și fascinează cu un centru istoric nealterat, care a fost în mare parte scutit de distrugeri. Datorită numeroaselor sale…",https://plizio.com/ro/germania/bavaria/domul-din-bamberg/,,
Fortăreața Marienberg - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/festung-marienberg.webp,Plizio RO - Germania,,"O fortăreață impresionantă deasupra orașului Würzburg, cu vedere la râul Main și podgorii.",https://plizio.com/ro/germania/bavaria/fortareata-marienberg/,,
Frauenkirche din München - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/city-muenchen.webp,Plizio RO - Germania,,"Frauenkirche din München este catedrala Arhidiecezei de München și Freising, cu turnurile sale caracteristice cu cupolă în formă de ceapă, care definesc peisaj…",https://plizio.com/ro/germania/bavaria/frauenkirche-din-muenchen/,,
Großer Arber - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/mnt-grosser-arber.webp,Plizio RO - Germania,,"La 1.456 de metri, Großer Arber este cel mai înalt munte din Pădurea Boemiei și Pădurea Bavareză, ceea ce i-a adus porecla de 'Regele Pădurii Bavareze'. Muntel…",https://plizio.com/ro/germania/bavaria/grosser-arber/,,
Hallertau – Cultivarea hameiului - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/agri-hallertau-hopfen.webp,Plizio RO - Germania,,"Hallertau, la nord de München, este cea mai mare zonă compactă de cultivare a hameiului din lume. Hameiul este un ingredient important în bere și este cultivat…",https://plizio.com/ro/germania/bavaria/hallertau-cultivarea-hameiului/,,
Regensburg - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/hist-regensburg.webp,Plizio RO - Germania,,"Regensburgul istoric din Bavaria este unul dintre cele mai vechi și mai frumoase orașe din Germania, lăsând arhitectura să respire aerul Evului Mediu până în p…",https://plizio.com/ro/germania/bavaria/historical-regensburg/,,
Ingolstadt (Audi) - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/industry-ingolstadt.webp,Plizio RO - Germania,,"Ingolstadt este orașul natal al Audi, unul dintre cei mai importanți producători de automobile de lux din lume. Audi Forum Ingolstadt atrage sute de mii de viz…",https://plizio.com/ro/germania/bavaria/ingolstadt-audi/,,
Jura Franconică - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/relief-fraenkische-alb.webp,Plizio RO - Germania,,"Jura Franconică este un masiv calcaros din Bavaria de nord cu văi adânci de râuri, peșteri și stânci calcaroase caracteristice. Este renumit pentru drumeții, a…",https://plizio.com/ro/germania/bavaria/jura-franconica/,,
KZ Dachau - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/hist-dachau.webp,Plizio RO - Germania,,"Lagărul de concentrare Dachau a fost primul lagăr de concentrare nazist și a fost deschis pe 22 martie 1933, la scurt timp după preluarea puterii de Hitler. A…",https://plizio.com/ro/germania/bavaria/kz-dachau/,,
Lacul Königssee - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/lake-koenigssee.webp,Plizio RO - Germania,,"Un lac de munte asemănător unui fiord în Parcul Național Berchtesgaden, cu apă cristalină.",https://plizio.com/ro/germania/bavaria/lacul-koenigssee/,,
Legoland Germania Günzburg - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/kidlm-legoland-guenzburg.webp,Plizio RO - Germania,,"Legoland Germania din Günzburg este un parc de distracții construit în întregime pe sistemul colorat de cuburi Lego. Cu Miniland, în care obiective turistice g…",https://plizio.com/ro/germania/bavaria/legoland-germania-guenzburg/,,
Locul congreselor partidului de la Nürnberg - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/hist-nuernberg-trials.webp,Plizio RO - Germania,,"Locul congreselor de partid de la Nürnberg a fost locul de desfășurare al marșurilor în masă anuale ale NSDAP din 1933 până în 1938. Astăzi, zona găzduiește Ce…",https://plizio.com/ro/germania/bavaria/locul-congreselor-partidului-de-la-nuernberg/,,
München - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/city-muenchen.webp,Plizio RO - Germania,,"München, capitala landului Bavaria, combină tradiția bavareză cu tehnologia modernă și deschiderea internațională. Situat pe râul Isar în sudul Germaniei, oraș…",https://plizio.com/ro/germania/bavaria/muenchen/,,
München – BMW & Siemens - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/industry-muenchen-tech.webp,Plizio RO - Germania,,"München nu este doar un magnet turistic, ci și sediul BMW și Siemens – două dintre cele mai cunoscute companii germane. Orașul este un important centru de tehn…",https://plizio.com/ro/germania/bavaria/muenchen-bmw-and-siemens/,,
Muzeul German München - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/kidlm-deutsches-museum-muenchen.webp,Plizio RO - Germania,,"Deutsches Museum din München este cel mai mare muzeu de știință naturală și tehnologie din lume. Copiii pot experimenta personal avioane, submarine, mine și mu…",https://plizio.com/ro/germania/bavaria/muzeul-german-muenchen/,,
Nördlingen – oraș imperial în crater - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/hist-noerdlingen.webp,Plizio RO - Germania,,Nördlingen din Suabia se află într-un crater de meteorit de 15 milioane de ani și este unul dintre cele mai bine conservate orașe medievale din Germania. Zidul…,https://plizio.com/ro/germania/bavaria/noerdlingen-oras-imperial-in-crater/,,
Nürnberg - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/city-nuernberg.webp,Plizio RO - Germania,,"Nürnberg este al doilea oraș ca mărime din Bavaria și centrul istoric al Franconiei. Orașul are un trecut glorios în Sfântul Imperiu Roman, evidențiat de impre…",https://plizio.com/ro/germania/bavaria/nuernberg/,,
Obersalzberg – Kehlsteinhaus (Cuibul Vulturului) - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/hist-obersalzberg.webp,Plizio RO - Germania,,Obersalzberg de lângă Berchtesgaden era complexul rezidențial privat de munte al lui Adolf Hitler și un centru de putere al Celui de-al Treilea Reich. Kehlstei…,https://plizio.com/ro/germania/bavaria/obersalzberg-kehlsteinhaus-cuibul-vulturului/,,
Parcul Olimpic din München - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/olympiapark-muenchen.webp,Plizio RO - Germania,,"Locul Jocurilor Olimpice de vară din 1972, cu construcția sa caracteristică de acoperiș tip cort.",https://plizio.com/ro/germania/bavaria/parcul-olimpic-din-muenchen/,,
Prealpin - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/relief-alpenvorland.webp,Plizio RO - Germania,,"Câmpia prealpină se află la sud de München, între marginea Alpilor și Dunăre. Este caracterizată de dealuri, traversată de lacuri și mlaștini și oferă o panora…",https://plizio.com/ro/germania/bavaria/prealpin/,,
Prealpin Bavaria - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/relief-bayrisches-alpenvorland.webp,Plizio RO - Germania,,"Câmpia prealpină bavareză este zona ușor deluroasă dintre Alpi și Dunăre. Lacuri ca Ammersee și Waginger See, mlaștini și râuri caracterizează peisajul.",https://plizio.com/ro/germania/bavaria/prealpin-bavaria/,,
Primăria din Augsburg - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/hist-augsburg.webp,Plizio RO - Germania,,"Primăria din Augsburg este una dintre cele mai importante clădiri renascentiste la nord de Alpi, construită de arhitectul orașului Elias Holl între 1615 și 162…",https://plizio.com/ro/germania/bavaria/primaria-din-augsburg/,,
Procesele de la Nürnberg – Palatul Justiției - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/hist-nuernberg-trials.webp,Plizio RO - Germania,,"În Palatul Justiției din Nürnberg au avut loc între 1945 și 1946 Procesele de la Nürnberg, în cadrul cărora principalii criminali de război ai celui de-al Doil…",https://plizio.com/ro/germania/bavaria/procesele-de-la-nuernberg-palatul-justitiei/,,
Regensburg - Bavaria (Bavaria) | Plizio Visual Lab,https://plizio.com/geo-images/city-regensburg.webp,Plizio RO - Germania,,"Regensburg se află în estul Bavariei, în cel mai nordic punct al Dunării, și este considerat unul dintre cele mai bine conservate orașe medievale mari din Germ…",https://plizio.com/ro/germania/bavaria/regensburg/,,
Rothenburg ob der Tauber - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/hist-rothenburg.webp,Plizio RO - Germania,,"Rothenburg ob der Tauber, situat în Bavaria, întruchipează la nivel mondial imaginea ideală a unui oraș german medieval romantic. Zidul orașului, aproape compl…",https://plizio.com/ro/germania/bavaria/rothenburg-ob-der-tauber/,,
Schloss Neuschwanstein - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/landmark-neuschwanstein.webp,Plizio RO - Germania,,"Castelul Neuschwanstein, situat maiestuos în Alpii Bavarezi, este cel mai faimos castel din Germania. A fost construit începând cu 1869 la ordinul regelui bava…",https://plizio.com/ro/germania/bavaria/schloss-neuschwanstein/,,
Starnberger See - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/lake-starnberg.webp,Plizio RO - Germania,,Starnberger See este situat la aproximativ 25 km sud-vest de München în Bavaria și este unul dintre cele mai mari lacuri ale prealpilor germani. Este o popular…,https://plizio.com/ro/germania/bavaria/starnberger-see/,,
Watzmann - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/mnt-watzmann.webp,Plizio RO - Germania,,"La 2.713 metri, Watzmann este masivul muntos central al Alpilor Berchtesgaden din Bavaria și al treilea cel mai înalt munte din Germania. Este renumit pentru f…",https://plizio.com/ro/germania/bavaria/watzmann/,,
Würzburg - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/city-wuerzburg.webp,Plizio RO - Germania,,"Würzburg este un oraș universitar vibrant din Franconia, înconjurat idilic de podgorii pe râul Main. Orașul este punctul de pornire nordic al faimosului Drum R…",https://plizio.com/ro/germania/bavaria/wuerzburg/,,
Zugspitze - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/mnt-zugspitze.webp,Plizio RO - Germania,,"Zugspitze este, cu ai săi 2.962 de metri, cel mai înalt munte din Germania și face parte din Munții Wetterstein din Alpi. Granița de stat dintre Germania și Au…",https://plizio.com/ro/germania/bavaria/zugspitze/,,
Zugspitzplatt - Bavaria | Plizio Visual Lab,https://plizio.com/geo-images/germany/zugspitzplatt.webp,Plizio RO - Germania,,"Un platou alpin înalt sub vârful Zugspitze, cunoscut pentru sporturile de iarnă și ghețari.",https://plizio.com/ro/germania/bavaria/zugspitzplatt/,,
Berlin - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/city-berlin.webp,Plizio RO - Germania,,"Berlin este capitala și cel mai mare oraș al Germaniei, recunoscut pentru istoria sa zbuciumată și scena culturală vibrantă. După reunificare, orașul odată div…",https://plizio.com/ro/germania/berlin/berlin/,,
Berliner Mauer - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-checkpoint-charlie.webp,Plizio RO - Germania,,"Zidul Berlinului a fost o fortăreare de 155 km, care a separat Berlinul de Vest de Berlinul de Est și RDG din 1961 până în 1989. A simbolizat împărțirea german…",https://plizio.com/ro/germania/berlin/berliner-mauer/,,
Castelul de pe Insula Păunilor - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/germany/schloss-pfaueninsel.webp,Plizio RO - Germania,,"Un castel alb romantic pe o insulă din râul Havel, lângă Berlin.",https://plizio.com/ro/germania/berlin/castelul-de-pe-insula-paunilor/,,
Checkpoint Charlie - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-checkpoint-charlie.webp,Plizio RO - Germania,,Checkpoint Charlie a fost cel mai cunoscut punct de trecere a frontierei dintre Berlinul de Est și de Vest în timpul împărțirii Germaniei. Aici au avut loc sce…,https://plizio.com/ro/germania/berlin/checkpoint-charlie/,,
Clădirea Reichstagului - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/city-berlin.webp,Plizio RO - Germania,,Clădirea Reichstagului din Berlin este sediul Bundestagului German și una dintre cele mai importante clădiri politice ale Germaniei. Clădirea istorică a fost f…,https://plizio.com/ro/germania/berlin/cladirea-reichstagului/,,
Conferința de la Wannsee – Memorial - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-wannsee.webp,Plizio RO - Germania,,"Pe 20 ianuarie 1942, înalți funcționari SS și guvernamentali au planificat în vila de la Wannsee din Berlin-Zehlendorf uciderea sistematică a evreilor europeni…",https://plizio.com/ro/germania/berlin/conferinta-de-la-wannsee-memorial/,,
East Side Gallery Berlin - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/germany/east-side-gallery.webp,Plizio RO - Germania,,"O secțiune de 1,3 km din Zidul Berlinului, pictată de artiști din întreaga lume.",https://plizio.com/ro/germania/berlin/east-side-gallery-berlin/,,
Grădina Zoologică Berlin - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/zoo-berlin.webp,Plizio RO - Germania,,"Grădina Zoologică din Berlin este cea mai veche și mai bogată grădină zoologică din Germania, cu peste 20.000 de animale din circa 1.500 de specii. Deosebit de…",https://plizio.com/ro/germania/berlin/gradina-zoologica-berlin/,,
Insula Muzeelor - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/germany/museumsinsel.webp,Plizio RO - Germania,,"Un ansamblu unic în lume de cinci muzee în inima Berlinului, patrimoniu UNESCO.",https://plizio.com/ro/germania/berlin/insula-muzeelor/,,
Muzeul Pergamon din Berlin - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/germany/pergamonmuseum.webp,Plizio RO - Germania,,"Unul dintre cele mai importante muzee de pe Insula Muzeelor, cunoscut pentru monumentele antice.",https://plizio.com/ro/germania/berlin/muzeul-pergamon-din-berlin/,,
Muzeul RDG - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-ddr-museum.webp,Plizio RO - Germania,,Muzeul RDG din Berlin prezintă interactiv viața de zi cu zi din Republica Democrată Germană și arată cum trăiau oamenii din spatele Cortinei de Fier. Vizitator…,https://plizio.com/ro/germania/berlin/muzeul-rdg/,,
Muzeul Stasi - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-stasi-museum.webp,Plizio RO - Germania,,Muzeul Stasi din Berlin se află la sediul central al fostului Minister al Securității de Stat al RDG. Documentează metodele de supraveghere și represiune ale s…,https://plizio.com/ro/germania/berlin/muzeul-stasi/,,
Poarta Brandenburg - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/city-berlin.webp,Plizio RO - Germania,,Poarta Brandenburg din Berlin este cel mai faimos punct de reper al Germaniei și un simbol național. A fost construită la sfârșitul secolului al XVIII-lea ca u…,https://plizio.com/ro/germania/berlin/poarta-brandenburg/,,
Reichstag 1945 - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/city-berlin.webp,Plizio RO - Germania,,"Clădirea Reichstagului din Berlin a fost la sfârșitul celui de-al Doilea Război Mondial unul dintre simbolurile înfrângerii Germaniei naziste, când soldații so…",https://plizio.com/ro/germania/berlin/reichstag-1945/,,
Revoluția din Noiembrie 1918 – Reichstag - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-november-revolution.webp,Plizio RO - Germania,,"Pe 9 noiembrie 1918, Philipp Scheidemann a proclamat Republica Germană de la fereastra clădirii Reichstag din Berlin, punând astfel capăt monarhiei. Revoluția…",https://plizio.com/ro/germania/berlin/revolutia-din-noiembrie-1918-reichstag/,,
Stadionul Olimpic Berlin 1936 - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/hist-olympiastadion-berlin.webp,Plizio RO - Germania,,"Stadionul Olimpic din Berlin-Charlottenburg a fost construit pentru Jocurile Olimpice de Vară din 1936, pe care regimul nazist le-a folosit ca eveniment de pro…",https://plizio.com/ro/germania/berlin/stadionul-olimpic-berlin-1936/,,
Turnul TV din Berlin - Berlin | Plizio Visual Lab,https://plizio.com/geo-images/city-berlin.webp,Plizio RO - Germania,,"Turnul TV din Berlin se află la Alexanderplatz și, cu 368 m, este cea mai înaltă structură din Germania. A fost construit în 1969 în RDG ca simbol al socialism…",https://plizio.com/ro/germania/berlin/turnul-tv-din-berlin/,,
Memorialul Sachsenhausen - Brandenburg | Plizio Visual Lab,https://plizio.com/geo-images/hist-sachsenhausen.webp,Plizio RO - Germania,,"Lagărul de concentrare Sachsenhausen de lângă Oranienburg, la nord de Berlin, a fost între 1936 și 1945 un lagăr central al regimului nazist, unde au fost înch…",https://plizio.com/ro/germania/brandenburg/memorialul-sachsenhausen/,,
